delito,municipio,anio,mes_nombre,dia,colonia,calle,forma_accion
ABUSO DE CONFIANZA,CELAYA,2024,DICIEMBRE,18,RANCHO SECO CELAYA GUANAJUATO,FRESNILLO,
OTROS DELITOS SEXUALES,CELAYA,2024,DICIEMBRE,11,NO CATALOGADO,NO CATALOGADO,
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,17,GUANAJUATO MICHINELAS,NO CATALOGADO,
EXTORSION,CELAYA,2024,DICIEMBRE,12,IMPRESIONISTAS CELAYA GUANAJUATO,MANUEL DOBLADO,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,31,ZONA INDUSTRIAL CELAYA GUANAJUATO,JUAN B. CASTELAZO,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,21,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
VIOLENCIA FAMILIAR,CELAYA,2024,NOVIEMBRE,4,JARDINES DE CELAYA 2DA SECCIÓN CELAYA GUANAJUATO,CEDROS,
OTROS DELITOS,CELAYA,2024,NOVIEMBRE,30,SAN ANTONIO CELAYA GUANAJUATO,MELCHOR OCAMPO,
AMENAZAS,CELAYA,2024,DICIEMBRE,4,MONTE BLANCO CELAYA GUANAJUATO,PASEO DE SAN NICOLÁS DE PARRA,
FRAUDE,CELAYA,2024,DICIEMBRE,4,TECNOLOGICO CELAYA GUANAJUATO,ABOGADOS,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,6,COLONIA CENTRO CELAYA GUANAJUATO,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,6,COLONIA CENTRO CELAYA GUANAJUATO,DE MORELOS,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,DICIEMBRE,3,SAN ANTONIO DE LOS ESPINOZA SAN ANTONIO ESPINOZA GUANAJUATO,HERMENEGILDO GALEANA,
DAÑOS,CELAYA,2024,DICIEMBRE,3,SIN NOMBRE CELAYA GUANAJUATO,CALLE NARANJOS,
ROBO DE VEHÍCULO,CELAYA,2024,DICIEMBRE,3,LA CONCEPCIÓN GUANAJUATO,BENITO MORENO,CON VIOLENCIA
ROBO A CASA HABITACIÓN,CELAYA,2024,DICIEMBRE,6,VALLE DE LOS NARANJOS CELAYA GUANAJUATO,DE LA PRADERA,SIN VIOLENCIA
DAÑOS,CELAYA,2024,DICIEMBRE,2,EL VERGEL CELAYA GUANAJUATO,MONTES DE OCA,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,10,PRIMERA FRACCIÓN DE CRESPO GUANAJUATO,NARANJO,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,3,LAS ARBOLEDAS CELAYA GUANAJUATO,PASEO DE SAN NICOLÁS DE PARRA,
HOMICIDIO DOLOSO,CELAYA,2024,DICIEMBRE,21,3 GUERRAS CELAYA GUANAJUATO,ADOLFO DE LA HUERTA,
ROBO DE VEHÍCULO,CELAYA,2024,DICIEMBRE,23,SAN LUIS REY SAN LUIS REY GUANAJUATO,QUINTANA ROO,CON VIOLENCIA
DAÑOS,CELAYA,2024,DICIEMBRE,28,EL CAMPANARIO CELAYA GUANAJUATO,CAMINO DE LAS JACARANDAS,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,3,GUANAJUATO,CELAYA-VILLAGRÁN,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,6,EL PARAISO CELAYA GUANAJUATO,TAJÍN,
LESIONES DOLOSAS,CELAYA,2024,DICIEMBRE,12,LOS PINOS CELAYA GUANAJUATO,AVENIDA JUAN JOSÉ TORRES LANDA,
ROBO DE VEHÍCULO,CELAYA,2024,DICIEMBRE,19,LAS FUENTES CELAYA GUANAJUATO,CALLE FUENTE DE TREVI,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,2,PRIMERA FRACCIÓN DE CRESPO GUANAJUATO,5 DE MAYO,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,21,GUANAJUATO CORTAZAR GUANAJUATO,SALVATIERRA,
ROBO DE VEHÍCULO,CELAYA,2024,DICIEMBRE,27,CELAYA GUANAJUATO,AVENIDA EL SAUZ,SIN VIOLENCIA
ROBO A CASA HABITACIÓN,CELAYA,2024,NOVIEMBRE,28,RINCONADA DEL BOSQUE CELAYA GUANAJUATO,CIRCUITO LOS ALAMOS,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,NOVIEMBRE,18,TENERÍA DEL SANTUARIO GUANAJUATO,CALLE FRANCISCO VILLA,
ROBOS DIVERSOS,CELAYA,2024,NOVIEMBRE,1,SANTOS DEGOLLADO CELAYA GUANAJUATO,PROLONGÁCION JOSE CHAVEZ MORADO,CON VIOLENCIA
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2024,NOVIEMBRE,1,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,RIVERA DEL RÍO,
AMENAZAS,CELAYA,2024,NOVIEMBRE,1,SAN MARTIN DE CAMARGO CELAYA GUANAJUATO,PROLONGACIÓN ÁLVARO OBREGÓN,
AMENAZAS,CELAYA,2024,DICIEMBRE,5,EJIDAL CELAYA GUANAJUATO,EJIDO LOS AGUIRRE,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,8,COLONIA CENTRO CELAYA GUANAJUATO,IGNACIO ALLENDE,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,6,LAS AVES CELAYA GUANAJUATO,LAS ÁGUILAS,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,4,200-A LOS SAUCES CELAYA GUANAJUATO,12 DE OCTUBRE,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,DICIEMBRE,4,GASCA GUANAJUATO,CHAPULTEPEC,
AMENAZAS,CELAYA,2024,DICIEMBRE,4,CELAYA GUANAJUATO,QUINTA DEL MARQUÉZ,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,5,SAN MIGUEL CELAYA GUANAJUATO,DIEGO RIVERA,SIN VIOLENCIA
AMENAZAS,CELAYA,2024,DICIEMBRE,5,LOS VEINTE CELAYA GUANAJUATO,GUILLERMO PRIETO,
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,6,BENITO JUÁREZ CELAYA GUANAJUATO,PRESA PEÑUELITAS,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,3,VILLA LOS ÁLAMOS SAN ISIDRO CRESPO GUANAJUATO,CALLE INDEPENDENCIA,
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,9,SAN ANTONIO DE GALLARDO SAN ANTONIO GALLARDO GUANAJUATO,PROLONGACIÓN ALDAMA,
AMENAZAS,CELAYA,2024,DICIEMBRE,17,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
ROBO DE VEHÍCULO,CELAYA,2024,DICIEMBRE,17,NO CATALOGADO,NO CATALOGADO,CON VIOLENCIA
AMENAZAS,CELAYA,2024,DICIEMBRE,5,SAN MIGUEL OCTOPAN GUANAJUATO,FRANCISCO I. MADERO,
LESIONES DOLOSAS,CELAYA,2024,DICIEMBRE,30,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
HOMICIDIO DOLOSO,CELAYA,2024,DICIEMBRE,14,NO CATALOGADO,NO CATALOGADO,
FRAUDE,CELAYA,2024,DICIEMBRE,5,EL VERGEL CELAYA GUANAJUATO,PLAZA ANTONIO PLAZA,
DAÑOS,CELAYA,2024,DICIEMBRE,5,SAN MIGUEL OCTOPAN GUANAJUATO,FRANCISCO I. MADERO,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,22,PLANCARTE GUANAJUATO,NO CATALOGADO,
DAÑOS,CELAYA,2024,DICIEMBRE,30,KIARA RESIDENCIAL CELAYA GUANAJUATO,BOULEVARD JUAN PABLO II,
CONTRA LA SALUD,CELAYA,2024,DICIEMBRE,26,SAN MARTIN DE CAMARGO CELAYA GUANAJUATO,DEL CANAL,
AMENAZAS,CELAYA,2024,DICIEMBRE,20,LA ESPERANZA SAN MIGUEL OCTOPAN GUANAJUATO,SAN MARTIN,
LESIONES DOLOSAS,CELAYA,2024,DICIEMBRE,21,LA LAJA GUANAJUATO,BENITO JUÁREZ,
DAÑOS,CELAYA,2024,DICIEMBRE,30,BARRIO DE SANTIAGUITO CELAYA GUANAJUATO,HERMENEGILDO GALEANA,
AMENAZAS,CELAYA,2024,DICIEMBRE,11,ALAMEDA CELAYA GUANAJUATO,GUADALUPE,
HOMICIDIO DOLOSO,CELAYA,2024,DICIEMBRE,13,GUANAJUATO,GUANAJUATO 45D,
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2024,DICIEMBRE,19,LAS FUENTES CELAYA GUANAJUATO,MIGUEL HIDALGO,
AMENAZAS,CELAYA,2024,DICIEMBRE,5,NUEVO CELAYA CELAYA GUANAJUATO,JOSÉ CHAURAND CONCHA,
ROBOS DIVERSOS,CELAYA,2024,NOVIEMBRE,14,LA AURORA CELAYA GUANAJUATO,ANTONIO PLAZA,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2024,DICIEMBRE,11,LOS MANCERA GUANAJUATO,CALLE BENITO JUÁREZ,CON VIOLENCIA
AMENAZAS,CELAYA,2024,DICIEMBRE,28,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
ROBO A NEGOCIO,CELAYA,2024,DICIEMBRE,9,LAS ARBOLEDAS CELAYA GUANAJUATO,MONTE TAURO,CON VIOLENCIA
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,5,LA CAPILLA CELAYA GUANAJUATO,CIRCUITO SAN JORGE,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,DICIEMBRE,5,HACIENDA NATURA CELAYA GUANAJUATO,PARQUE DEL CIMATARIO,
FRAUDE,CELAYA,2024,DICIEMBRE,6,GIRASOLES CELAYA GUANAJUATO,DE BUGAMBILIA,
FRAUDE,CELAYA,2024,DICIEMBRE,6,LOS OLIVOS CELAYA GUANAJUATO,CALLE SEVERO CASTILLO,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,6,NO CATALOGADO,NO CATALOGADO,SIN VIOLENCIA
ROBO DE VEHÍCULO,CELAYA,2024,DICIEMBRE,6,CELAYA GUANAJUATO,NO CATALOGADO,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,DICIEMBRE,7,VILLAS DEL BAJIO I CELAYA GUANAJUATO,VILLA DE ESTRADA,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,7,EMILIANO ZAPATA CELAYA GUANAJUATO,TIERRA Y LIBERTAD,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,5,CELAYA GUANAJUATO,CALLE ALVARO OBREGON,
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,6,LA MISION CELAYA GUANAJUATO,MISIÓN DE SANTO DOMINGO,
CONTRA LA SALUD,CELAYA,2024,DICIEMBRE,3,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,1,VILLAS DEL ROMERAL CELAYA GUANAJUATO,VILLA HIDALGO,
DESPOJO,CELAYA,2024,DICIEMBRE,14,VALLE DE GIRASOLES CELAYA GUANAJUATO,VALLE DE SAN SEBASTIÁN,
ROBO A NEGOCIO,CELAYA,2024,DICIEMBRE,9,15 DE MAYO CELAYA GUANAJUATO,AVENIDA ARAUCARIAS,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,10,LOS OLIVOS CELAYA GUANAJUATO,CIRCUITO LA RIOJA OLIVOS,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,8,SAN JUANICO CELAYA GUANAJUATO,CRISTAL DE ROCA,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,DICIEMBRE,24,NO CATALOGADO,NO CATALOGADO,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,31,FOVISSSTE CELAYA GUANAJUATO,JOAQUÍN GARCÍA,SIN VIOLENCIA
AMENAZAS,CELAYA,2024,DICIEMBRE,23,LOS OLIVOS CELAYA GUANAJUATO,CIRCUITO COQUIMBO,
FRAUDE,CELAYA,2024,DICIEMBRE,26,BARRIO DE SANTO CRISTO CELAYA GUANAJUATO,MIGUEL HIDALGO,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,11,UNIDAD HABITACIONAL DE TIERRAS NEGRAS CELAYA GUANAJUATO,FRANCISCO JUÁREZ,SIN VIOLENCIA
DAÑOS,CELAYA,2024,DICIEMBRE,2,LOS LAURELES CELAYA GUANAJUATO,CAMICHIN,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,3,LINDAVISTA CELAYA GUANAJUATO,MELCHOR OCAMPO,
ROBO DE VEHÍCULO,CELAYA,2024,DICIEMBRE,17,VILLAS DEL ROMERAL CELAYA GUANAJUATO,VILLA DE JUÁREZ,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,DICIEMBRE,18,FRACCIONAMIENTO VILLAS DE ELGUERA GUANAJUATO,VILLA DE LOS ÁRBOLES,
ROBO A CASA HABITACIÓN,CELAYA,2024,DICIEMBRE,8,LAGOS CELAYA GUANAJUATO,LAGO DE ZIRAHUEN,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,30,CELAYA GUANAJUATO,SIERRA CORDOBESA,
ROBOS DIVERSOS,CELAYA,2024,NOVIEMBRE,20,CELAYA GUANAJUATO,REAL DE LOS MEZQUITES,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,9,CELAYA GUANAJUATO,AVENIDA REAL DE LOS CEDROS,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,3,LA GRANJA GUANAJUATO,NO CATALOGADO,
VIOLACION,CELAYA,2024,DICIEMBRE,4,BARRIO DE SANTIAGUITO CELAYA GUANAJUATO,BENITO JUÁREZ,
VIOLACION,CELAYA,2024,DICIEMBRE,4,SAN JOSÉ EL NUEVO SAN JOSÉ EL NUEVO GUANAJUATO,19 DE MARZO,
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,7,EJIDAL CELAYA GUANAJUATO,LAGUNA DE YURIRIA,
AMENAZAS,CELAYA,2024,DICIEMBRE,4,HACIENDA NATURA ROQUE GUANAJUATO,CALLE MIGUEL HIDALGO,
FRAUDE,CELAYA,2024,DICIEMBRE,6,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,JOAQUÍN GARCÍA,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,3,ALAMEDA CELAYA GUANAJUATO,GUADALUPE,
ROBO DE VEHÍCULO,CELAYA,2024,DICIEMBRE,21,SAN LUIS REY SAN LUIS REY GUANAJUATO,DISTRITO FEDERAL,CON VIOLENCIA
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2024,DICIEMBRE,19,LAS FUENTES CELAYA GUANAJUATO,MIGUEL HIDALGO,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,15,MONTE BLANCO CELAYA GUANAJUATO,EJIDO SAN CAYETANO,
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,25,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,AZAFRÁN,
LESIONES DOLOSAS,CELAYA,2024,DICIEMBRE,30,LAS ARBOLEDAS CELAYA GUANAJUATO,PASEO DE SAN NICOLÁS DE PARRA,
EXTORSION,CELAYA,2024,DICIEMBRE,24,IMPERIAL CELAYA GUANAJUATO,LUIS DONALDO COLOSIO,
ROBO A CASA HABITACIÓN,CELAYA,2024,DICIEMBRE,10,COLONIA CENTRO CELAYA GUANAJUATO,NICOLÁS BRAVO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,DICIEMBRE,6,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,PROLONGACIÓN ALDAMA,
EXTORSION,CELAYA,2024,DICIEMBRE,5,INT 203 COLONIA CENTRO CELAYA GUANAJUATO,ZARAGOZA,
FRAUDE,CELAYA,2024,DICIEMBRE,6,GIRASOLES CELAYA GUANAJUATO,SABINO,
DAÑOS,CELAYA,2024,NOVIEMBRE,4,ALFREDO VAZQUEZ BONFIL CELAYA GUANAJUATO,AVENIDA IRRIGACIÓN,
AMENAZAS,CELAYA,2024,NOVIEMBRE,5,FRACCIONAMIENTO HACIENDA DEL BOSQUE CELAYA GUANAJUATO,FRIDA KAHLO ORIENTE,
CONTRA LA SALUD,CELAYA,2024,DICIEMBRE,8,VILLA DE CELAYA CELAYA GUANAJUATO,CARRETILLA,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,4,VILLAS REALES CELAYA GUANAJUATO,NO CATALOGADO,CON VIOLENCIA
OTROS DELITOS SEXUALES,CELAYA,2024,DICIEMBRE,13,VALLE DE LOS NARANJOS CELAYA GUANAJUATO,AVENIDA LAS HUERTAS,
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2024,DICIEMBRE,19,LAS FUENTES CELAYA GUANAJUATO,MIGUEL HIDALGO,
ROBO A NEGOCIO,CELAYA,2024,DICIEMBRE,19,EMILIANO ZAPATA CELAYA GUANAJUATO,AVENIDA IRRIGACIÓN,SIN VIOLENCIA
FRAUDE,CELAYA,2024,DICIEMBRE,2,COLONIA CENTRO CELAYA GUANAJUATO,BOULEVARD ADOLFO LÓPEZ MATEOS,
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,2,SAN ELÍAS GUANAJUATO,DIVISIÓN DEL NORTE,
CONTRA LA SALUD,CELAYA,2024,DICIEMBRE,26,LOS PIRULES CELAYA GUANAJUATO,PEDRO VARGAS,
EXTORSION,CELAYA,2024,DICIEMBRE,27,CIUDAD INDUSTRIAL DE CELAYA CELAYA GUANAJUATO,AVENIDA TECNOLÓGICO,
OTROS DELITOS SEXUALES,CELAYA,2024,DICIEMBRE,5,BAJIO DE LAS AMERICAS CELAYA GUANAJUATO,MARIANO ABASOLO,
AMENAZAS,CELAYA,2024,DICIEMBRE,16,CELAYA GUANAJUATO,HUERTA DE LOS OLIVOS,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,13,COLONIA CENTRO CELAYA GUANAJUATO,MIGUEL HIDALGO,SIN VIOLENCIA
FRAUDE,CELAYA,2024,DICIEMBRE,16,KIARA RESIDENCIAL CELAYA GUANAJUATO,BOULEVARD JUAN PABLO II,
ROBO A NEGOCIO,CELAYA,2024,DICIEMBRE,18,1 ZONA DE ORO CELAYA GUANAJUATO,LUIS GONZÁLEZ OBREGÓN,SIN VIOLENCIA
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2024,DICIEMBRE,18,LOS PIRULES CELAYA GUANAJUATO,PEDRO VARGAS,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,17,EL DORADO CELAYA GUANAJUATO,BOULEVARD ADOLFO LÓPEZ MATEOS,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,DICIEMBRE,28,LOS NARANJOS CELAYA GUANAJUATO,DEL PINAL,
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,29,EMILIANO ZAPATA CELAYA GUANAJUATO,AMADOR SALAZAR,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,22,COLONIA LOS ANGELES UNIDAD HABITACIONAL DE TIERRAS NEGRAS CELAYA GUANAJUATO,GENERAL MARIANO JIMÉNEZ,
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2024,NOVIEMBRE,1,LAS FUENTES CELAYA GUANAJUATO,MIGUEL HIDALGO,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,16,SAN ANTONIO CELAYA GUANAJUATO,SEGUNDA PRIVADA DE MELCHOR OCAMPO,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,6,SIN NOMBRE CELAYA GUANAJUATO,EJE NOR-PONIENTE MANUEL J. CLOUTHIER,
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,9,PUERTAS DE SANTA MARÍA CELAYA GUANAJUATO,PUERTA DEL CIELO,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,5,RESURRECCIÓN CELAYA GUANAJUATO,LEÓN GUZMÁN,
VIOLACION,CELAYA,2024,DICIEMBRE,6,GIRASOLES CELAYA GUANAJUATO,LIMONERO,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,7,SANTA RITA CELAYA GUANAJUATO,2A. PRIVADA MÉXICO-JAPÓN,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,7,BARRIO DE SANTIAGUITO CELAYA GUANAJUATO,MARIANO ABASOLO,
CONTRA LA SALUD,CELAYA,2024,DICIEMBRE,5,SAN MARTIN DE CAMARGO CELAYA GUANAJUATO,EMILIANO ZAPATA,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,8,LA AURORA CELAYA GUANAJUATO,FELIPE ANGELES,SIN VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,19,LAZARO CARDENAS CELAYA GUANAJUATO,PLAN DE NAVIDAD,
ABUSO DE CONFIANZA,CELAYA,2024,DICIEMBRE,9,EJIDAL CELAYA GUANAJUATO,EJIDO DE CANOAS,
"ALLANAMIENTO DE MORADA, DE DOMICILIO DE PERSONAS JURIDICAS COLECTIVAS Y DE ESTABLECIMIENTOS ABIERTOS AL PUBLICO",CELAYA,2024,DICIEMBRE,1,BARRIO DE SANTIAGUITO CELAYA GUANAJUATO,SAN MIGUEL DE ALLENDE - CELAYA,
FRAUDE,CELAYA,2024,DICIEMBRE,6,RESURRECCIÓN CELAYA GUANAJUATO,AVENIDA CONSTITUYENTES,
AMENAZAS,CELAYA,2024,DICIEMBRE,25,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,JACARANDAS,
ROBO DE VEHÍCULO,CELAYA,2024,DICIEMBRE,28,CELAYA GUANAJUATO,CALLE GARAMBULLO,CON VIOLENCIA
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,21,BARRIO DE SAN JUAN RINCÓN DE TAMAYO GUANAJUATO,LICENCIADO BENITO JUÁREZ,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,20,ALAMOS CELAYA GUANAJUATO,GORRIÓN,
CONTRA LA SALUD,CELAYA,2024,DICIEMBRE,16,RANCHO SECO CELAYA GUANAJUATO,PRIVADA TAMAULIPAS,
CONTRA LA SALUD,CELAYA,2024,DICIEMBRE,8,CAMARGO CELAYA GUANAJUATO,VENECIA,
DAÑOS,CELAYA,2024,DICIEMBRE,28,SANTA ANITA CELAYA GUANAJUATO,VENUS,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,30,CELAYA GUANAJUATO,CIRCUITO BALDERAS,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,24,FRACCIONAMIENTO DEL BOSQUE CELAYA GUANAJUATO,JACARANDAS,
DAÑOS,CELAYA,2024,DICIEMBRE,30,IMPERIAL CELAYA GUANAJUATO,AVENIDA EL SAUZ,
CONTRA LA SALUD,CELAYA,2024,DICIEMBRE,31,SAN ANTONIO DE GALLARDO SAN ANTONIO GALLARDO GUANAJUATO,CALLE JAZMIN,
EXTORSION,CELAYA,2024,DICIEMBRE,1,EJIDAL CELAYA GUANAJUATO,CALLE EJIDO DE SANTA TERESSA,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,5,LAGOS CELAYA GUANAJUATO,LAGO DE TEXCOCO,
INCUMPLIMIENTO DE LAS OBLIGACIONES DE ASISTENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,6,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
HOMICIDIO DOLOSO,CELAYA,2024,DICIEMBRE,3,TECNOLOGICO CELAYA GUANAJUATO,ANTONIO GARCÍA CUBAS,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,19,VILLA LOS ÁLAMOS SAN ISIDRO CRESPO GUANAJUATO,CALLE IGNACIO ZARAGOZA,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,8,VALLE DE LOS NARANJOS CELAYA GUANAJUATO,AVENIDA SALVADOR ORTEGA,
EXTORSION,CELAYA,2024,DICIEMBRE,5,LOS LAURELES CELAYA GUANAJUATO,LOS AZTECAS,
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,7,LOPEZ PORTILLO CELAYA GUANAJUATO,10 DE MARZO,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,19,BRISAS DEL CARMEN CELAYA GUANAJUATO,CALLE CORAL,SIN VIOLENCIA
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,19,CELAYA GUANAJUATO,NO CATALOGADO,SIN VIOLENCIA
OTROS DELITOS,CELAYA,2024,DICIEMBRE,14,VILLAS DE LA HACIENDA CELAYA GUANAJUATO,VILLA VERDE,
ROBO A NEGOCIO,CELAYA,2024,DICIEMBRE,5,GUANAJUATO,NO CATALOGADO,CON VIOLENCIA
OTROS DELITOS,CELAYA,2024,DICIEMBRE,4,EMILIANO ZAPATA CELAYA GUANAJUATO,PRESA PEÑUELITAS,
FRAUDE,CELAYA,2024,DICIEMBRE,6,GUANAJUATO CELAYA GUANAJUATO,AVENIDA MÉXICO JAPÓN,
AMENAZAS,CELAYA,2024,DICIEMBRE,28,EL CAMPANARIO CELAYA GUANAJUATO,CAMINO DE LAS JACARANDAS,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,30,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,CON VIOLENCIA
"DE LOS DELITOS DE FALSIFICACION, CONTRA LA FE PUBLICA E INFORMATICOS",CELAYA,2024,DICIEMBRE,2,LAS FUENTES CELAYA GUANAJUATO,MIGUEL HIDALGO,
LESIONES DOLOSAS,CELAYA,2024,DICIEMBRE,29,LA LADRILLERA VILLAS DE ROQUE GUANAJUATO,AVENIDA PRINCIPAL,
LESIONES DOLOSAS,CELAYA,2024,DICIEMBRE,4,LOS OLIVOS CELAYA GUANAJUATO,CIRCUITO CASTELLANA,
LESIONES DOLOSAS,CELAYA,2024,DICIEMBRE,20,COLONIA CENTRO CELAYA GUANAJUATO,CELAYA - SAN MIGUEL DE ALLENDE,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,2,NO CATALOGADO,NO CATALOGADO,
OTROS DELITOS,CELAYA,2024,DICIEMBRE,25,LOS OLIVOS CELAYA GUANAJUATO,LOS OLIVOS NORTE,
ABUSO DE CONFIANZA,CELAYA,2024,DICIEMBRE,18,LAS FLORES CELAYA GUANAJUATO,HELIOTROPO,
VIOLENCIA FAMILIAR,CELAYA,2024,DICIEMBRE,25,FRACCIONAMIENTO HACIENDA DEL BOSQUE CELAYA GUANAJUATO,FRIDA KAHLO ORIENTE,
LESIONES DOLOSAS,CELAYA,2024,DICIEMBRE,31,EJIDAL CELAYA GUANAJUATO,EJIDO DEL PUENTE,
LESIONES DOLOSAS,CELAYA,2024,DICIEMBRE,9,SAN JUAN DE LA VEGA SAN JUAN DE LA VEGA GUANAJUATO,PROLONGACIÓN ALDAMA,
LESIONES DOLOSAS,CELAYA,2024,DICIEMBRE,4,SAN JUANICO CELAYA GUANAJUATO,AVENIDA JUAN JOSÉ TORRES LANDA,
ROBOS DIVERSOS,CELAYA,2024,DICIEMBRE,19,CELAYA COLONIA DEL PARQUE GUANAJUATO,NO CATALOGADO,SIN VIOLENCIA
